CompanyName                                     |BSE Code  |
GR Cables Ltd(NDA)                              |517564    |
GRABAL ALOK                                     |532909    |
GRATEX INDS.                                    |526751    |
GRAVITY IND(BSE INDONEXT)                       |532015    |
GRM OVERSEAS                                    |531449    |
GSB FINANCE LTD IRN10                           |511543    |
GSL Nova Petrochemicals Limited                 |530605    |
GSL SECURITE                                    |530469    |
GTECH INFOTR                                    |532139    |
GTL Infrastructure Limited                      |532775    |
GTN Textiles Ltd(NDA)                           |532744    |
GUJ CRAFT IN                                    |526965    |
GUJ.POLY-AVX                                    |517288    |
GUJ.TOOLROOM                                    |513337    |
GUJARAT INVE                                    |531341    |
GUJARAT STATE FINA INR10                        |532160    |
GUJRAT TERCE                                    |524314    |
GULSHAN CHEM                                    |532425    |
GV Films Limited                                |523277    |
GVK Power and Infrastructure Ltd.               |532708    |
Gallantt Metal Limited                          |532726    |
Gammon Infrastructure Projects Limited          |532959    |
Gandhi Special Tubes Ltd(NDA)                   |513108    |
Ganesh Housing Corporation Ltd                  |526367    |
Gangotri Textiles Ltd(NDA)                      |521176    |
Garg Furnace Ltd(NDA)                           |530615    |
Garnet Construction Ltd(NDA)                    |526727    |
Garnet International Ltd(NDA)                   |512493    |
Gateway Distriparks Ltd.                        |532622    |
Gati Limited                                    |532345    |
Gayatri Projects Limited                        |532767    |
Gayatri Starchkem Ltd.                          |524564    |
Geefcee Finance Ltd                             |530389    |
Geekay Finance & Leasing Co. Ltd                |531863    |
Gemini Communications Ltd.                      |532318    |
Gennex Laboratories Ltd(NDA)                    |531739    |
Genus Commu-Trade Ltd(NDA)                      |531939    |
Genus Power Infrastructures Ltd.                |530343    |
Geojit BNP Paribas Financial Services Ld        |532285    |
Geometric Ltd.                                  |532312    |
Gillanders Arbuthnot & Company Ltd              |532716    |
Gini Silk Mills Ltd                             |531744    |
Gitanjali Gems Limited                          |532715    |
Glenmark Pharmaceuticals Limited                |532296    |
Glittek Granites Limited                        |513528    |
Global Capital Markets Ltd(NDA)                 |530263    |
Global Vectra Helicorp Limited                  |532773    |
Globsyn Infotech Ltd                            |511503    |
Globus Corpooration Limited                     |531904    |
Globus Spirits Limited                          |533104    |
Glodyne Technoserve Limited                     |532672    |
Glory Polyfilms Limited                         |532857    |
Gloster Jute Mills Limited                      |590085    |
Godavari Drugs Ltd(NDA)                         |530317    |
Godawari Power and Ispat Limited                |532734    |
Godrej Consumer Products Limited                |532424    |
Gokak Textiles Ltd                              |532957    |
Gokaldas Exports Ltd.                           |532630    |
Gokul Refoils & Solvent Limited.                |532980    |
Goldiam International Ltd.                      |526729    |
Goldstone Infratech Ltd(NDA)                    |532439    |
Goldstone Technologies Ltd.                     |531439    |
Golkunda Diamonds and Jewellery Ltd(NDA)        |523676    |
Gopala Polyplast Ltd                            |526717    |
Granules India Ltd.                             |532482    |
Great Offshore Ltd.                             |532786    |
Greenply Industries Ltd.                        |526797    |
Gremach Infrastructure Equip & Proj Ltd.        |532836    |
Gss America Infotech Ltd.                       |532951    |
Gujarat Ambuja Exports Limited                  |524226    |
Gujarat Apollo Industries Ltd(NDA)              |522217    |
Gujarat Borosil Ltd(NDA)                        |523768    |
Gujarat Cotex Ltd(NDA)                          |514386    |
Gujarat Foils Ltd                               |531410    |
Gujarat Gas Company Limited                     |523477    |
Gujarat Industries Power Company Limited        |517300    |
Gujarat Intrux Ltd(NDA)                         |517372    |
Gujarat Mineral Development Corporation         |532181    |
Gujarat NRE Coke Ltd.                           |512579    |
Gujarat Sidhee Cement Ltd                       |518029    |
Gujarat State Petronet Limited                  |532702    |
Gulshan Polyols Ltd                             |532457    |
Gupta Synthetics Ltd(NDA)                       |514116    |
Gwalior Chemical Industries Limited             |532764    |
H.S.India Ltd(NDA)                              |532145    |
HANJER FIBRE                                    |514308    |
HAR.LEATHER                                     |524080    |
HARIA EXPO L (BSE INDONEXT)                     |512604    |
HARLEY ST PH                                    |524082    |
HARRING INDU                                    |531134    |
HARYA CAPFIN                                    |532855    |
HAZ MUL PRO (BSE INDONEXT)                      |532467    |
HB Estate Developers Ltd                        |532334    |
HB Portfolio Ltd.                               |532333    |
HB Stockholdings Ltd                            |532216    |
HBL Power Systems Ltd.                          |517271    |
HCL Technologies Limited                        |532281    |
HIMALAYA GRA(BSE INDONEXT)                      |513723    |
HIND.FLUROCA                                    |524013    |
HINDUST ADHE                                    |514428    |
HINDUSTN BIO                                    |532041    |
HIPOLIN LTD(BSE INDONEXT)                       |530853    |
HISAR METAL INDUST INR10                        |590018    |
HISAR SPIN.                                     |521068    |
HITKIT GLOB                                     |532359    |
HITTCO TOOLS                                    |531661    |
HK Finechem Ltd(NDA)                            |530117    |
HOV Services Limited                            |532761    |
HSBC InvestDirect (India) Limited               |532653    |
HT Media Limited                                |532662    |
HTMT Global Solutions Ltd                       |532859    |
HYDERBD FLEX                                    |522219    |
HYTONE TEXST                                    |514258    |
Haldyn Glass Gujarat Ltd                        |515147    |
Halonix Ltd.                                    |517296    |
Hanung Toys and Textiles Limited                |532770    |
Harita Seating Systems Ltd(NDA)                 |590043    |
Hariyana Ship Breakers Ltd(NDA)                 |526931    |
Hasti Finance Ltd(NDA)                          |531387    |
Hatsun Agro Products Ltd.                       |531531    |
Helios & Matheson Information Tech Ltd.         |532347    |
Hella India Lighting Ltd                        |520026    |
Henkel India Ltd.                               |532671    |
Heritage Foods (India) Limited                  |519552    |
Hester Biosciences Ltd                          |524669    |
Hexaware Technologies Limited                   |532129    |
Hi-Tech Gears Ltd                               |522073    |
Hikal Limited                                   |524735    |
Hilton Metal Forging Limitied                   |532847    |
Himalya International Ltd.                      |526899    |
Himatsingka Seide Limited                       |514043    |
Hind Aluminium Industries Ltd.                  |531979    |
Hind Industries Ltd(NDA)                        |526307    |
Hindustan Copper Ltd.                           |513599    |
Hindustan Tin Works Limited                     |530315    |
Hindusthan National Glass & Industries          |515145    |
Hitachi Home & Life Solutions India Ltd.        |523398    |
Hitech Plast Limited                            |526217    |
Honda Siel Power Products Limited               |522064    |
Honeywell Automation India Ltd.                 |517174    |
House of Pearl Fashions Limited                 |532808    |
Housing Development & Infrastructure            |532873    |
Howard Hotels Ltd(NDA)                          |526761    |
Hydro S&S Filled Fibers Ltd(NDA)                |524019    |
I Power Solutions India Ltd.(NDA)               |512405    |
IBN18 Broadcast Limited                         |532800    |
ICICI Bank Limited                              |532174    |
ICRA Limited                                    |532835    |
ICSA India Ltd.                                 |531524    |
IEC EDU                                         |531840    |
IFGL Refractories Ltd.                          |532133    |
IFL PROMOTERS LTD. INR10                        |511682    |
IKAB SECU IN                                    |514238    |
IKF FINANC L                                    |530719    |
IKF Technologies Limited                        |532414    |
IMP Powers Ltd(NDA)                             |517571    |
INANI SECURI                                    |531672    |
INCA FINLEAS                                    |531025    |
INCAP LIMITE                                    |517370    |
INCON ENGINE                                    |531594    |
IND Bank Housing Ltd                            |523465    |
IND Swift Ltd.                                  |524652    |
INDERGIRI FN                                    |531505    |
INDIA HOME                                      |530979    |
INDIAB POWER                                    |533122    |
INDIAN EXTRACTIONS INR10                        |524614    |
INDO AMINES(BSE INDONEXT)                       |524648    |
INDO ASI FIN                                    |530747    |
INDO BONITO                                     |531084    |
INDO GREEN P                                    |531968    |
INDOASIAN P                                     |531674    |
INDOCITY INF(BSE INDONEXT)                      |532100    |
INDRAYAN BIO                                    |526445    |
INDUCTO STEL                                    |532001    |
INDUS IND BK                                    |532187    |
INDUS NETWRK                                    |532381    |
INFO DRIVE S                                    |530703    |
INFRA INDUST                                    |530777    |
ING Vysya Bank Limited                          |531807    |
INOX Leisure Limited                            |532706    |
INTEC CAP                                       |526871    |
INTEDIGITAL                                     |523770    |
INTEG HITECH                                    |532303    |
INTEGRA CAPI                                    |531314    |
INTER ST OIL                                    |530259    |
INTERF TEC P                                    |531289    |
INTERLINK PE                                    |526512    |
INTERSTATE                                      |526859    |
INVICTA MED                                     |523844    |
INWINEX PH                                      |531398    |
IOL Chemicals and Pharmaceuticals Ltd.          |524164    |
IOL Netcom Ltd                                  |512185    |
IP Rings Limited                                |523638    |
IPCA Laboratories Limited                       |524494    |
IRB Infrastructure Developers Ltd.              |532947    |
ISHIT DRUG I                                    |524400    |
ISHWAR BHUV.                                    |530065    |
ISMT Ltd.                                       |532479    |
ISPAT PR SH                                     |700109    |
IT People (India) Ltd.                          |532342    |
ITI Limited                                     |523610    |
ITL INDUSTRI(BSE INDONEXT)                      |522183    |
IVR Prime Urban Developers Limited              |532881    |
IVRCL Infrastructures & Projects Limited        |530773    |
Idea Cellular Limited                           |532822    |
Igarashi Motors India Ltd.                      |517380    |
Impex Ferro Tech Ltd                            |532614    |
In House Productions Ltd(NDA)                   |526610    |
Inani Marbles & Inds Ltd(NDA)                   |531129    |
Ind Swift Laboratories Limited                  |532305    |
Indage Restaurants and Leisure Ltd              |532264    |
Indbank Merchant Banking Services L(NDA)        |511473    |
India Gelatine & Chemicals Ltd.                 |531253    |
India Infoline Limited                          |532636    |
India Motor Parts Limited                       |590065    |
India Nippon Electricals Ltd                    |532240    |
India Steel Works Limited                       |513361    |
Indiabulls Financial Services Limited           |532544    |
Indiabulls Real Estate Ltd.                     |532832    |
Indiabulls Securities Ltd.                      |532960    |
Indian Acrylics Ltd                             |514165    |
Indian Bank                                     |532814    |
Indian Metals & Ferro Alloys Ltd                |533047    |
Indian Oil Corporation Limited                  |530965    |
Indian Overseas Bank                            |532388    |
Indian Toners & Developers Ltd(NDA)             |523586    |
Indo Asian Fusegear Ltd.                        |532658    |
Indo Borax and Chemicals Ltd(NDA)               |524342    |
Indo Count Industries Ltd(NDA)                  |521016    |
Indo Pacific Software & Entertainmnt Ltd        |531565    |
Indo Tech Transformers Limited                  |532717    |
Indoco Remedies Ltd                             |532612    |
Indowind Energy Limited                         |532894    |
Indraprastha Gas Limited                        |532514    |
Indraprastha Medical Corporation Limited        |532150    |
Indsil Hydro Power and Manganese Ltd            |522165    |
Indus Fila Limited                              |532821    |
Info Edge (India) Limited                       |532777    |
InfoTech Enterprises Limited                    |532175    |
Infotrek Syscom Ltd(NDA)                        |530643    |
Infrastructure Development Finance Co.          |532659    |
Innocorp Ltd(NDA)                               |531929    |
Innovative Foods Ltd(NDA)                       |519210    |
Insecticides India Ltd.                         |532851    |
Insutech India Ltd                              |531447    |
Integra Hindustan Controls Ltd(NDA)             |517250    |
Intellvisions Software Ltd.                     |531777    |
Intense Technologies Ltd.                       |532326    |
Interface Financial Services Ltd                |530519    |
Interworld Digital Ltd                          |532072    |
Intra Infotech Ltd(NDA)                         |531959    |
J B M Auto Ltd(NDA)                             |532605    |
J J FINANCE                                     |523062    |
J. Kumar Infraprojects Ltd.                     |532940    |
J.K. Cement Limited                             |532644    |
JAGAN LAMPS                                     |530711    |
JAI MATA GLA                                    |523467    |
JAIBALA IND                                     |532976    |
JAIHIND SYNT                                    |514312    |
JALPAC INDIA                                    |523230    |
JANICE TEXTI                                    |531988    |
JATIA FINANC                                    |531616    |
JAYANT MELC.                                    |512129    |
JBF Industries Ltd.                             |514034    |
JD ORGOCHEM                                     |524592    |
JHAVERI CRED                                    |531550    |
JHS Svendgaard Laboratories Limited             |532771    |
JIK Industries Limited                          |511618    |
JINDAL CAP.                                     |530405    |
JINDAL ONLIN                                    |531960    |
JJ Exporters Ltd                                |530049    |
JK Agri Genetics Ltd(NDA)                       |532518    |
JK Paper Ltd.                                   |532162    |
JK Sugar Ltd                                    |532519    |
JK Tyre & Industries Ltd.                       |530007    |
JM Financial Limited                            |523405    |
JMC Projects (India) Limited                    |522263    |
JMDEPACK REA                                    |524378    |
JMG CORP LTD                                    |523712    |
JMT Auto Limited                                |513691    |
JOINDRE CAPITAL SE INR10                        |531861    |
JOONKTOLLEE                                     |590079    |
JPTSECURITII                                    |530985    |
JRC Industries Ltd(NDA)                         |530027    |
JRG Securities Limited                          |532745    |
JSL Limited                                     |532508    |
JUNIOR BEES                                     |590104    |
JVL Agro Industries Limited                     |519248    |
JYOTI OVERSE                                    |523876    |
Jagjanani Textiles Limited                      |532825    |
Jagran Prakashan Limited                        |532705    |
Jagson Airlines Ltd(NDA)                        |520139    |
Jai Corp Limited                                |512237    |
Jaihind Projects Limited                        |531339    |
Jain Studios Ltd                                |532033    |
Jainco Projects Ltd(NDA)                        |526865    |
Jaiprakash Associates Limited                   |532532    |
Jaiprakash Power Ventures Limited               |532627    |
Jaiprakash Power Ventures Limited               |532627    |
Jaisal Securities Ltd(NDA)                      |530885    |
Jammu & Kashmir Bank Limited                    |532209    |
Jamna Auto Industries Ltd                       |520051    |
Jay Bharat Maruti Ltd                           |520066    |
Jay Ushin Ltd                                   |513252    |
Jayant Agro-Organics Ltd.                       |524330    |
Jayaswal Neco Industries Limited                |522285    |
Jaybharat Textiles And Real Estate Ltd.         |512233    |
Jenburkt Pharmaceuticals Ltd(NDA)               |524731    |
Jenson & Nicholson India Ltd                    |523592    |
Jet Airways (India) Limited                     |532617    |
Jetking Infotrain Ltd.(NDA)                     |517063    |
Jeypore Sugar Company Ltd                       |590054    |
Jindal Cotex Limited                            |533103    |
Jindal Photo Limited                            |532624    |
Jindal South West Holdings Ltd.                 |532642    |
Jindal Steel & Power Limited                    |532286    |
Jindal Worldwide Ltd.                           |531543    |
Jubilant Organosys Ltd.                         |530019    |
Jumbo Bag Ltd(NDA)                              |516078    |
Jupiter Bioscience Ltd                          |524826    |
Jyoti Cosmetics (Exim) Ltd(NDA)                 |531115    |
Jyoti Resins and Adhesives Ltd                  |514448    |
Jyoti Structures Limited                        |513250    |
K Sera Sera Productions Ltd.                    |532081    |
K.P.R. Mill Ltd                                 |532889    |
K.S. Oils Limited                               |526209    |
KACHCHH MIN                                     |531778    |
KADAMB CONST                                    |531784    |
KADVANI SECU                                    |530479    |
KAILASH FICO                                    |530955    |
KAISER PRESS                                    |531780    |
KALPTARU (BSE INDONEXT)                         |590036    |
KAMADGI SYNT(BSE INDONEXT)                      |514322    |
KANCHA INTER                                    |530165    |
KARAN WOOSIN                                    |526115    |
KARMA ISP                                       |512585    |
KAY POW PAP                                     |530255    |
KBS CAP MANA                                    |530357    |
KCP Sugar and Industries Corp. Ltd.             |590067    |
KDDL Ltd                                        |532054    |
KDL Biotech Ltd                                 |532291    |
KEC International Ltd.                          |532714    |
KEI Industries Limited                          |517569    |
KEN FINANCIA                                    |530547    |
KERNEX MICRO                                    |532686    |
KEW Industries Limited                          |532758    |
KG PETROCHEM                                    |531609    |
KGN Industries Ltd.                             |531612    |
KHATOR FIBRE                                    |521127    |
KHYA MULT EN                                    |531692    |
KIC Metaliks Ltd                                |513693    |
KILBURN OFFI                                    |523218    |
KILPEST INDI                                    |532067    |
KIRAN PRIN P                                    |531413    |
KIRTI FINVES                                    |532092    |
KJMC FINA SE                                    |530235    |
KJMC GLOBAL                                     |532304    |
KLG CAPI SER                                    |530771    |
KLG Systel Ltd.                                 |531269    |
KM Sugar Mills Ltd.                             |532673    |
KMF BUILDERS                                    |531578    |
KNR Constructions Limited                       |532942    |
KOA TOOL IN                                     |517471    |
KOFF BR PICT                                    |531602    |
KOHINOOR BRO                                    |531366    |
KONARK SYNTH                                    |514128    |
KONKAN TYRES                                    |526379    |
KOSIAN INDUS                                    |511760    |
KOTAK PSU BK                                    |590107    |
KOTAK SENSEX                                    |532985    |
KOTAKGOLDETF                                    |590097    |
KPIT Cummins Infosystems Limited                |532400    |
KRBL Ltd.                                       |530813    |
KSE Ltd                                         |519421    |
KSK Energy Ventures Limited                     |532997    |
KSL and Industries Ltd.                         |530149    |
KUNSTSTOF IN                                    |523594    |
KUVAM INTL                                      |531731    |
KZLEASING                                       |511728    |
Kaashyap Technologies Ltd                       |532283    |
Kabra Extrusion Technik Limited                 |524109    |
Kale Consultants Ltd                            |532268    |
Kaleidoscope Films Ltd.                         |523810    |
Kalindee Rail Nirman (Engineers) Ltd.           |522259    |
Kallam Spinning Mills Ltd(NDA)                  |530201    |
Kalpana Industries Ltd                          |526409    |
Kalpataru Power Transmission Limited            |522287    |
Kalyani Forge Ltd                               |513509    |
Kamat Hotels India Ltd.                         |526668    |
Kamdhenu Ispat Limited                          |532741    |
Kanco Enterprises Ltd                           |590084    |
Kandagiri Spinning Mills Ltd(NDA)               |521242    |
Kanishk Steel Industries Ltd.                   |513456    |
Kar Mobiles Limited                             |590053    |
Karnataka Bank Limited                          |532652    |
Karur KCP Packkagings Ltd                       |531363    |
Karuturi Global Limited                         |531687    |
Kaushalya Infrastructure Development Cor        |532925    |
Kaveri Seed Company Limited                     |532899    |
Kavveri Telecom Products Ltd.                   |590041    |
Kemrock Industries & Exports Ltd.               |526015    |
Kerala Ayurveda Limited                         |530163    |
Kewal Kiran Clothing Limited                    |532732    |
Keynote Corporate Services Ltd                  |512597    |
Khaitan (India) Limited                         |590068    |
Khandwala Securities Ltd.                       |531892    |
Kilburn Chemicals Ltd                           |524699    |
Kilburn Engineering Ltd(NDA)                    |522101    |
Kilitch Drugs India Ltd(NDA)                    |524500    |
Kingfisher Airlines Ltd                         |532747    |
Kiri Dyes and Chemicals Ltd.                    |532967    |
Kirloskar Electric Company Ltd                  |590052    |
Kisan Mouldings Ltd(NDA)                        |530145    |
Kitex Garments Limited                          |521248    |
Kohinoor Foods Ltd                              |512559    |
Kolte-Patil Developers Limited.                 |532924    |
Kopran Limited                                  |524280    |
Kothari Products Ltd.                           |530299    |
Koutons Retail India Ltd.                       |532901    |
Kovai Medical Center & Hos Ltd(NDA)             |523323    |
Krebs Biochemicals & Industries Ltd(NDA)        |524518    |
Kreon Finnancial Services Ltd                   |530139    |
Krishna Lifestyle Technologies Ltd              |514221    |
Kriti Agro and Plastics Ind Ltd(NDA)            |526423    |
Krone Communications Ltd(NDA)                   |523411    |
Krypton Industries Ltd(NDA)                     |523550    |
Kushal Software Ltd.                            |590090    |
Kwality Dairy (India) Ltd                       |531882    |
L N POLYESTE                                    |530745    |
L.T. Overseas Limited                           |532783    |
LADDERU FINA                                    |530577    |
LAMBODHARA T                                    |590075    |
LANCO Industries Ltd                            |513605    |
LEAD FINANC                                     |531288    |
LEE NEE SOFT                                    |517415    |
LESHA ENER                                      |513536    |
LGB Forge Limited                               |533007    |
LIBORD INFO                                     |511593    |
LINAK MICROE                                    |517463    |
LINEAR POLYM                                    |524103    |
LINK PHARMA                                     |524748    |
LIPPI SYSTEMS LTD INR10                         |526604    |
LOKESH MACH                                     |532740    |
LONGVI TEA C                                    |526568    |
LS IND                                          |514446    |
LUMINAI TECH                                    |526045    |
La Opala RG Limited                             |526947    |
Lactose India Ltd                               |524202    |
Laffans Petrochemicals Ltd(NDA)                 |524522    |
Lahoti Overseas Ltd(NDA)                        |531842    |
Lakshmi Energy & Foods Ltd.                     |519570    |
Lakshmi Vilas Bank Ltd.                         |590069    |
Lanco Global Systems Ltd.(NDA)                  |532368    |
Lanco Infratech Limited                         |532778    |
Landmarc Leisure Corporation Ltd                |532275    |
Landmark Property Development Co Ltd            |533012    |
Lawreshwar Polymers Ltd                         |532829    |
Liberty Phosphate Limited                       |530273    |
Liberty Shoes Ltd.                              |526596    |
Linc Pen & Plastics Ltd(NDA)                    |531241    |
Lincoln Pharmaceuticals Ltd(NDA)                |531633    |
Linkhouse Industries Ltd.                       |512349    |
Lloyd Electric & Engineering Limited            |517518    |
Lloyds Metals & Engineers Limited               |512455    |
Logix Microsystems Ltd.                         |532341    |
Lohia Securities Ltd.                           |590082    |
Lotus Chocolates Co Ltd(NDA)                    |523475    |
Lotus Eye Care Hospital Limited                 |532998    |
Loyal Textiles Mills Ltd(NDA)                   |514036    |
Ludlow Jute & Specialities Ltd                  |526179    |
Lumax Auto Technologies Limited                 |532796    |
Lumax Automotive Systems Limited                |532537    |
Lumax Industries Limited                        |517206    |
M B PARIK FI                                    |526935    |
M K Exim (India) Ltd(NDA)                       |590060    |
M Womeninfoline.Com Ltd(NDA)                    |531396    |
MADHUSUD IND                                    |515059    |
MAGNUM VENTURES LT INR10                        |530347    |
MAHAAN FOODS                                    |519612    |
MAHAN INDUST                                    |531515    |
MAHASAGAR TR                                    |526795    |
MAITHAN ALL                                     |590078    |
MANGAL VEN                                      |514492    |
MANGALYA SOFT TECH INR10                        |530243    |
MANJEERA                                        |533078    |
MANRAJ HOUSI                                    |530537    |
MANSI FIN CH                                    |511758    |
MARDI SAMY C                                    |513544    |
MARG PRO IN                                     |513648    |
MARKE CREATO                                    |526891    |
MARTIN BURN                                     |523566    |
MARUTI INFRASTRUCT INR10                        |531540    |
MARUTI SECUT                                    |531319    |
MARUTI UDYOG                                    |632500    |
MATHER & PLATT FIR INR10                        |532470    |
MATHEW EASOW                                    |511688    |
MAXIMAA SYSE                                    |526538    |
MAYUR FLOOR                                     |531221    |
MCS Ltd                                         |523221    |
MEGHMANI                                        |532865    |
METAL COAT I                                    |531810    |
METALMAN IND                                    |513131    |
MEWAR POLYTE(BSE INDONEXT)                      |531236    |
MH MILLS & I                                    |514242    |
MIC Electronics Limited                         |532850    |
MICRO FORGE                                     |522298    |
MIDA PHARMAS                                    |530257    |
MIDEAS POR M                                    |526251    |
MILLEN CYBER                                    |531942    |
MINAL ENGINE                                    |522235    |
MINI DIAMOND                                    |523373    |
MM Forgings Limited                             |522241    |
MMTC Ltd.                                       |513377    |
MOBILE TELEC                                    |532127    |
MOLD-TEK Technologies Limited                   |526263    |
MOLDTK PLA                                      |533080    |
MONEY MAT F                                     |531595    |
MONNET INDUS                                    |532078    |
MORARKA FINA                                    |511549    |
MORGAN CRU                                      |523160    |
MOUNT TRAD                                      |532724    |
MOVING PICTU-PMS                                |590011    |
MPS Limited                                     |532440    |
MSK Projects (India) Ltd.                       |532553    |
MSP Steel & Power Ltd                           |532650    |
MTZ Polyfilms Ltd.                              |512424    |
MUKAND CRPS                                     |700087    |
MUKESH BABU                                     |530341    |
MUKESH ST(P)                                    |513265    |
MUKESH STRIP                                    |517374    |
MUNOTH FINANCIAL S INR10                        |531821    |
MUTHOOT CAP                                     |511766    |
MVL Ltd                                         |532991    |
Maars Software International Ltd                |531528    |
Machino Plastics Limited                        |523248    |
Madhav Marble & Granites Ltd.                   |515093    |
Madhucon Projects Ltd.                          |531497    |
Madhya Desh Papers Ltd                          |531436    |
Magma Fincorp Limited                           |524000    |
Magna Electro Castings Ltd(NDA)                 |517449    |
Magnum Ventures Ltd.                            |532896    |
Mahalaxmi Rubtech Ltd(NDA)                      |514450    |
Mahalaxmi Seamless Ltd(NDA)                     |513460    |
Maharaja Shree Umaid Mills Ltd.                 |530059    |
Maharashtra Polybutenes Limited                 |524232    |
Mahindra & Mahindra Fin. Services Ltd.          |532720    |
Mahindra Composites Ltd(NDA)                    |524138    |
Mahindra Forgings Limited                       |532756    |
Mahindra Holidays & Resorts India Ltd.          |533088    |
Mahindra Lifespace Developers Ltd.              |532313    |
Malu Paper Mills Ltd.                           |532728    |
Man Aluminium Limited                           |532906    |
Man Industries (India) Limited                  |513269    |
Manaksia Limited                                |532932    |
Manappuram General Finance & Leasing Ltd        |531213    |
Mangalam Drugs and Organics Limited             |532637    |
Mangalam Timber Products Ltd(NDA)               |516007    |
Mangalore Chemicals & Fertilizers Ltd.          |530011    |
Manjushree Extrusions Limited.                  |532950    |
Maral Overseas Limited                          |521018    |
Marg Ltd.                                       |530543    |
Marico Limited                                  |531642    |
Marksans Pharma Limited                         |524404    |
Marmagoa Steels Ltd(NDA)                        |513355    |
Maruti Suzuki India Ltd                         |532500    |
Mascon Global Ltd                               |531131    |
Mastek Limited                                  |523704    |
Master Trust Limited                            |511768    |
Matra Realty Ltd.(NDA)                          |512167    |
Mavens Biotech Ltd                              |590083    |
Mawana Sugars Ltd                               |523371    |
Maxwell Industries Ltd.                         |532613    |
Maytas Infra Ltd.                               |532907    |
Mayur Leather Products Ltd                      |531680    |
Mayur Uniquoters Limited                        |522249    |
Mazda Ltd(NDA)                                  |523792    |
McDowell Holdings Ltd                           |532852    |
McLeod Russel India Limited                     |532654    |
McNally Bharat Engineering Company Ltd.         |532629    |
Medi Caps Ltd(NDA)                              |523144    |
Media Matrix Worldwide Ltd(NDA)                 |512267    |
Media Video Limited                             |530435    |
Medicamen Biotech Ltd(NDA)                      |531146    |
Mefcom Capital Markets Ltd(NDA)                 |531176    |
Mega Corporation Ltd(NDA)                       |531417    |
Megasoft Ltd.                                   |532408    |
Melstar Information Technologies Ltd            |532307    |
Menon Bearings Ltd(NDA)                         |523828    |
Menon Pistons Limited                           |531727    |
Mercator Lines Limited                          |526235    |
Metrochem Industries Ltd(NDA)                   |524683    |
Micro Inks Ltd                                  |523886    |
Micro Technologies (India) Limited              |532494    |
Mid-Day Multimedia Limited                      |532416    |
Millennium Beer Industries Ltd                  |521147    |
Milton Plastics Ltd(NDA)                        |526143    |
Minaxi Textiles Ltd(NDA)                        |531456    |
MindTree Ltd                                    |532819    |
Minda Industries Ltd.                           |532539    |
Mindteck (India) Ltd                            |517344    |
Mirza International Ltd.                        |526642    |
Modern Dairies Ltd(NDA)                         |519287    |
Modern Steels Ltd(NDA)                          |513303    |
Mohit Industries Ltd(NDA)                       |531453    |
Mohit Paper Mills Ltd(NDA)                      |530169    |
Monnet Ispat & Energy Ltd.                      |513446    |
Monnet Sugar Ltd(NDA)                           |532723    |
Monsanto India Limited                          |524084    |
Morarjee Textiles Ltd.                          |532621    |
Morgan Industries Ltd(NDA)                      |523564    |
Morgan Ventures Ltd(NDA)                        |526237    |
Moschip Semiconductor Technology Ltd            |532407    |
Moser Baer India Limited                        |517140    |
Motherson Sumi Systems Limited                  |517334    |
Motilal Oswal Financial Services Limited        |532892    |
Mount Everest Mineral Water Ltd.                |531096    |
Mphasis Ltd.                                    |526299    |
Mro-Tek Limited                                 |532376    |
Mudra Lifestyle Limited                         |532820    |
Mukand Engineers Limited                        |532097    |
Mukat Pipes Ltd                                 |523832    |
Mukta Arts Limited                              |532357    |
Mukunda Industrial Finance Limited              |530329    |
Multi Arc India Ltd(NDA)                        |513685    |
Multibase India Ltd                             |526169    |
Mundra Port And Special Eco Zone Ltd.           |532921    |
Munjal Auto Industries Limited                  |520059    |
Munjal Showa Limited                            |520043    |
Murli Industries Ltd.                           |519323    |
Murudeshwar Ceramics Ltd.                       |515037    |
My Fair Lady Ltd(NDA)                           |526622    |
N D METAL IN                                    |512024    |
N G Industries Ltd                              |530897    |
N K INDUSTR                                     |519494    |
NAGAR AGRITE                                    |531832    |
NAHAR INVESTMENTS AND HOLDING LIMITED           |523391    |
NALIN LEA FI                                    |531212    |
NAT PLAS IN                                     |526616    |
NATRAJ FIN                                      |512047    |
NATURA HUE C                                    |531834    |
NCC FINANC L                                    |531452    |
NCJ INTERNAT                                    |511714    |
NDA SECURITI                                    |511535    |
NEELKANTH RO                                    |531049    |
NEELKANTH TE                                    |530697    |
NEOGEM INDIA                                    |526195    |
NETVI INF TC                                    |530811    |
NEW BOMBAY P                                    |521062    |
NEXXOFT INFO                                    |532045    |
NGL FINE CHM                                    |524774    |
NHPC Limited                                    |533098    |
NICCO PARK R(BSE INDONEXT)                      |526721    |
NIDHI GRANIT                                    |512103    |
NIFTY BEES                                      |590103    |
NIHAR INFO                                      |531083    |
NIIT Technologies Ltd.                          |532541    |
NIKKI GLOB F                                    |531272    |
NIMBUS FOOD                                     |531598    |
NITCO Limited                                   |532722    |
NIYAT INDUST                                    |511523    |
NMDC Limited                                    |526371    |
NOIDA MEDI C                                    |523670    |
NOUVEAU MULTIMEDIA INR10                        |531465    |
NPR FINANCE                                     |530127    |
NR Agarwal Industries Limited                   |516082    |
NR INTERNA                                      |532623    |
NRB Bearings Limited                            |530367    |
NTPC Limited                                    |532555    |
NUTRAPLUS PR                                    |524764    |
Nagarjuna Agrichem Ltd                          |524709    |
Nagpur Power & Inds Ltd(NDA)                    |532362    |
